,X20170615_lu.test2_01_01.RCCprocessed.csv,X20170615_lu.test2_01_02.RCCprocessed.csv,X20170615_lu.test2_01_03.RCCprocessed.csv,X20170615_lu.test2_01_04.RCCprocessed.csv,X20170615_lu.test2_01_05.RCCprocessed.csv,X20170615_lu.test2_01_06.RCCprocessed.csv,X20170615_lu.test2_01_07.RCCprocessed.csv,X20170615_lu.test2_01_08.RCCprocessed.csv,X20170615_lu.test2_01_09.RCCprocessed.csv,X20170615_lu.test2_01_10.RCCprocessed.csv,X20170615_lu.test2_01_11.RCCprocessed.csv,X20170615_lu.test2_01_12.RCCprocessed.csv,X20170615_lu.test3_01_01.RCCprocessed.csv,X20170615_lu.test3_01_02.RCCprocessed.csv,X20170615_lu.test3_01_03.RCCprocessed.csv,X20170615_lu.test3_01_04.RCCprocessed.csv,X20170615_lu.test3_01_05.RCCprocessed.csv,X20170615_lu.test3_01_06.RCCprocessed.csv,X20170615_lu.test3_01_07.RCCprocessed.csv,X20170615_lu.test3_01_08.RCCprocessed.csv,X20170615_lu.test3_01_09.RCCprocessed.csv,X20170615_lu.test3_01_10.RCCprocessed.csv,X20170615_lu.test3_01_11.RCCprocessed.csv,X20170615_lu.test3_01_12.RCCprocessed.csv,X20170616_lu.test4_01_01.RCCprocessed.csv,X20170616_lu.test4_01_02.RCCprocessed.csv,X20170616_lu.test4_01_03.RCCprocessed.csv,X20170616_lu.test4_01_04.RCCprocessed.csv,X20170616_lu.test4_01_05.RCCprocessed.csv,X20170616_lu.test4_01_06.RCCprocessed.csv,X20170616_lu.test4_01_07.RCCprocessed.csv,X20170616_lu.test4_01_08.RCCprocessed.csv,X20170616_lu.test4_01_09.RCCprocessed.csv,X20170616_lu.test4_01_10.RCCprocessed.csv,X20170616_lu.test4_01_11.RCCprocessed.csv,X20170616_lu.test4_01_12.RCCprocessed.csv,X20170616_lu.test5_01_01.RCCprocessed.csv,X20170616_lu.test5_01_02.RCCprocessed.csv,X20170616_lu.test5_01_03.RCCprocessed.csv,X20170616_lu.test5_01_04.RCCprocessed.csv,X20170616_lu.test5_01_05.RCCprocessed.csv,X20170616_lu.test5_01_06.RCCprocessed.csv,X20170616_lu.test5_01_07.RCCprocessed.csv,X20170616_lu.test5_01_08.RCCprocessed.csv,X20170616_lu.test5_01_09.RCCprocessed.csv,X20170616_lu.test5_01_10.RCCprocessed.csv,X20170616_lu.test5_01_11.RCCprocessed.csv,X20170616_lu.test5_01_12.RCCprocessed.csv
ENSORLG00000019338,8089.701293,11949.21261,14070.59649,8012.042908,10757.01567,8678.191986,7211.433053,6993.939829,8257.294366,10336.46649,10194.42007,7537.375466,9370.270424,9321.860838,8112.426194,8579.14977,7508.438364,10015.39084,8538.252801,8041.286074,8441.532672,9219.646214,8705.843762,9098.562126,5893.740728,9647.500029,10773.02244,5781.448122,9626.385306,8573.512568,9167.191285,9538.870908,8413.156818,11613.921,5490.352414,9632.958041,9753.037388,9846.128527,6614.019966,6999.261368,2900.253414,4545.960937,7300.133541,5785.537254,6425.264689,7173.635722,6717.63575,6568.064091
ENSORLG00000015824,36.76782264,63.99729503,161.7632408,44.56936484,122.4320212,157.1143166,56.97074921,28.97727993,44.51825195,49.94660093,36.57625348,52.73839756,67.56972732,46.24946509,69.59752266,53.23594058,48.15394345,101.3831962,54.21536632,28.88796043,140.6305556,104.9598505,99.32622142,129.4407339,72.47450085,92.1131223,72.94956627,63.36548429,76.55881853,86.54489472,61.53412771,158.3773489,71.41549572,138.6105216,99.77295722,90.50922985,180.5514871,110.7329295,85.13307429,72.30914185,42.50933358,61.45405165,79.72507807,56.78224274,73.63519981,78.35103381,73.41314056,92.35190552
ENSORLG00000014766,308.1563777,402.1166787,161.7632408,339.4623964,493.2098979,320.3533524,351.2368119,377.3045727,323.8447888,422.8717934,407.1775203,258.6248148,419.3909226,267.7891259,113.0936462,354.4598565,276.9970238,401.2346537,273.0102001,158.6433955,341.8549436,285.6355861,310.9853434,340.0916584,326.14092,313.6593913,224.3903244,317.0454095,469.2696101,223.1167883,217.0724393,188.227766,480.6832191,200.2505063,174.4196358,225.1692842,313.9194551,330.9279857,303.3504282,229.6090816,368.2625448,352.2337337,264.6181169,319.8142542,284.3527658,260.6677565,261.3250724,273.7093689
ENSORLG00000000491,14.15210972,19.34001794,89.19541509,23.1225989,80.29817157,59.17089508,23.74716149,9.977609413,30.11997685,49.94660093,25.34591206,32.25218689,21.878663,42.61766737,33.02123691,16.42803065,34.07129235,41.95317763,34.32492689,55.42884487,39.2261396,42.93683674,39.26079492,76.77800283,10.6046425,5.42110399,46.83909073,18.00899039,25.42460088,37.76921843,34.87041715,61.36349351,28.15955747,56.42387536,33.13557894,22.60373234,53.85191753,41.38015583,24.51714265,30.10671898,9.254348533,11.50836508,25.11936195,30.4790416,32.99681209,34.65529035,30.95227134,36.0685548
ENSORLG00000004247,1221.483246,555.2273429,790.6843966,1505.630294,400.5154288,690.3618335,815.4177946,426.3870548,462.0682297,337.4097701,1401.062736,490.1189954,442.2364548,609.1781115,1723.438767,1170.994511,1234.617299,503.886504,709.0698338,521.3688161,644.4837477,560.6941687,373.9110283,636.3195209,587.3692108,1344.331165,730.93355,721.0346459,559.2658331,591.3731443,639.2478566,658.3718346,843.3676245,1741.250123,3032.458346,1918.202959,337.2588495,412.4174947,1136.543961,1783.42556,784.0712265,853.0589744,869.1129743,978.6272453,968.1814383,975.3693995,973.6739101,977.6979462
ENSORLG00000005588,35.02815241,38.47885098,16.62758942,106.2288169,38.16432194,91.81870224,67.41244821,35.31050343,64.67583708,73.25442546,47.80659489,79.37047143,35.5859823,35.35407194,50.81510565,44.22175855,37.59195512,39.25181315,101.6464142,43.63289623,39.2261396,45.63348951,27.8197613,53.73805797,31.91537149,72.84822934,72.94956627,38.05023188,31.560707,54.84070513,21.53856187,68.82609778,51.45121653,35.8772138,57.48385177,50.2263076,33.84672233,53.51689122,58.68248594,53.12622237,74.55063305,70.00639524,55.77520258,65.82396814,40.02073095,45.7047887,43.60018983,27.58138287
ENSORLG00000008028,29.80914174,57.61768402,16.62758942,43.22894196,88.7249415,48.28829269,41.78282339,27.39397405,35.87928689,81.0237003,42.19142419,25.08201315,67.56972732,57.14485825,41.91817128,41.21703121,69.2779201,36.55044867,31.26485929,55.42884487,45.56391561,56.42010059,39.26079492,40.57237519,36.72747158,24.68599695,46.83909073,32.24881987,39.74218182,45.08556988,34.87041715,53.90088925,31.48693734,35.8772138,27.04851073,34.1131387,20.50992553,46.58161385,49.86562316,32.02501093,36.92637989,42.98098949,43.32126733,45.68557976,41.02414793,36.66429005,50.82757183,34.28178176
ENSORLG00000002966,61.12320578,32.09923997,65.00613987,20.44175316,80.29817157,37.40569031,19.95018004,32.14389168,38.75894191,34.40805124,25.34591206,10.74166568,21.878663,64.40845369,37.96397822,29.19812185,27.0299668,44.65454212,45.03516351,43.63289623,43.97947161,37.5435312,36.40053651,40.57237519,38.78980019,53.58333638,36.39490051,35.94062752,31.560707,23.13651555,39.31436891,53.90088925,74.74287559,66.69720614,13.59288627,24.90561361,23.84412473,43.11397517,49.86562316,33.94330288,32.7998489,35.11283339,48.11124243,46.5075548,44.53610737,56.25203712,51.2792832,56.61644475
ENSORLG00000005244,64.60254623,89.51573908,40.81686464,19.10133029,71.87140165,48.28829269,64.56471212,25.81066817,44.51825195,42.17732609,53.4217656,42.49529222,35.5859823,64.40845369,66.63187786,44.97294039,55.195269,63.56409349,38.9150283,73.12276783,88.34390361,88.77993383,56.42234535,103.1093684,55.28842908,34.31844343,57.28328095,36.46802861,45.87828794,62.15705658,52.64622419,46.43828499,51.45121653,87.2438677,57.16347976,58.28289205,60.52031593,43.11397517,61.98880948,45.45305457,36.19816854,43.32308323,42.36327231,37.87681692,48.54977529,44.70028885,43.60018983,51.25612563
ENSORLG00000007126,50.68518444,89.51573908,258.5203417,76.73951373,80.29817157,80.93609986,66.46320284,44.81033869,47.39790697,166.4857236,70.26727773,170.5341089,49.29330159,107.9900263,102.2196153,39.71466754,30.55062957,52.75863556,69.51570435,108.5106137,50.31724761,72.60001721,53.56208694,80.06942353,58.72564344,72.84822934,161.7251831,57.03667119,72.46808112,174.341112,74.865983,76.28870204,117.9988138,46.15054458,158.4010352,43.32066379,67.18871432,48.31543319,60.88670164,51.20793042,47.36407593,46.40192693,57.69119262,59.65915537,52.06173472,59.26553667,56.24810832,68.2304695
ENSORLG00000010364,520.3961451,497.8108438,306.8988921,446.696226,392.0886588,429.1793762,499.3190886,459.6364782,505.263055,337.4097701,553.1719587,366.1774208,446.8055612,460.274405,760.5927588,511.45686,593.8566736,503.886504,471.9145944,418.1542655,522.4815596,417.7715718,391.0725787,484.9141689,506.2509521,342.5567307,459.3846043,503.2179949,414.044655,515.770846,381.4986545,509.1197493,543.9034366,570.0904143,548.9345166,451.9045895,363.9324431,384.6763853,496.2193016,473.2321591,472.1540309,467.5193253,490.7049415,552.8441768,504.6027931,543.4344642,526.4796493,516.263809
ENSORLG00000005199,38.50749286,63.99729503,89.19541509,21.78217603,71.87140165,15.64048553,30.39187903,21.06075055,38.75894191,73.25442546,25.34591206,20.98477102,12.74045013,49.88126281,34.99833343,30.70048552,37.59195512,20.34226178,37.3849945,25.93897327,26.5505876,59.11675336,36.40053651,50.44663728,20.22884269,34.31844343,15.50652008,19.06379258,39.74218182,37.76921843,39.31436891,31.51307646,21.50479774,66.69720614,8.787306104,30.66031679,63.85451512,50.04925254,36.64032898,18.59696729,25.27499827,27.24467728,33.74131713,38.28780444,45.03781586,51.22953787,38.17965334,49.91604585
ENSORLG00000008419,1,12.96040693,89.19541509,4.356678714,46.59109187,26.52308792,10.4577264,8.394303537,1.323426663,18.86950156,2.885229223,7.668734083,26.44776943,20.82688106,10.28462685,7.413848631,5.905990148,9.536803855,17.49455506,8.245050309,29.7194756,13.27365626,1,7.658168249,1,43.95088991,5.06232986,0.604754362,17.24312606,1.187461222,3.762754827,16.58786793,8.195278283,1,1,0.735860265,3.838929538,13.63904638,2.474985695,24.35184314,8.526137182,9.455802616,6.91745658,7.052753084,6.40626209,3.013545089,1.591031994,3.906640103
ENSORLG00000015618,135.9290254,274.5244584,427.8452682,155.8244631,139.2855611,189.7621237,138.6058505,130.308856,156.8247977,96.56224999,221.8768869,60.93288182,140.6754302,173.3623852,98.2654223,138.8706698,111.5258734,114.8900186,199.5685776,99.66365227,326.0105036,218.2192668,273.8019841,323.6345549,128.1573734,217.3349265,146.0588978,194.1609551,156.3281981,167.0247606,252.6240534,292.7042257,237.784489,231.0704986,90.4821689,97.41487366,240.5670727,221.6973673,190.9354277,252.628585,123.0980565,158.2665811,221.508341,167.337885,216.1204111,253.1340076,236.4809468,246.4610801
ENSORLG00000017835,17.63145017,83.13612806,65.00613987,40.54809622,97.15171142,4.757883146,32.29036976,32.14389168,9.96239172,11.10022671,36.57625348,36.34942902,44.72419516,60.77665597,43.89526781,17.93039432,51.67460622,23.04362626,29.73482548,25.93897327,75.66835161,59.11675336,59.28260375,66.90374075,25.04094278,63.21578286,46.83909073,36.46802861,15.19775735,25.57529936,30.42646539,61.36349351,28.15955747,76.97053692,24.16516263,17.9999698,43.84931993,29.24342045,48.76351531,30.10671898,18.23562187,25.19211482,41.40527729,31.30101664,34.50193756,30.63729095,34.11425097,31.15492894
ENSORLG00000005961,1245.838629,1958.741766,2048.526708,1639.672581,1782.505697,1571.852627,2329.464149,2204.439554,1953.72953,1293.030576,1810.970197,1937.469779,1607.358595,1567.972709,1123.389972,1924.429892,1125.476753,1641.160951,1949.927248,1190.788901,1655.35902,1364.296694,1360.700178,1653.368515,1254.188795,1488.817862,1503.803626,1427.224708,1815.122219,1515.67221,1621.361196,1240.454967,1868.200623,1402.230207,1381.581373,1338.128879,1620.925541,1428.435628,1385.620335,1223.284311,1694.335416,1664.163241,1639.34097,1561.407546,1741.815931,1671.990045,1781.785559,1817.034581
ENSORLG00000000823,600.4209754,1020.938947,1153.523525,891.7166191,1083.083793,1114.783327,1193.217449,1343.121157,1075.434749,1230.876377,1260.683468,854.7735453,1159.586165,1433.596194,823.8598477,1012.495144,1333.195856,1195.435811,1010.486493,789.7266477,852.0459117,1294.183722,1292.053976,1100.409839,1047.268491,1556.244987,1143.479064,956.2555328,1404.003109,1005.966393,1163.634164,1001.651631,1222.688929,857.7436761,748.2059074,1027.374907,964.0882989,1036.592457,1160.790334,916.3575992,1196.238851,1078.156658,1017.602202,1085.484,1014.338619,936.6961553,937.9887115,929.9017674
ENSORLG00000007765,71.56122713,70.37690604,89.19541509,53.95232493,80.29817157,135.3491118,119.6209432,47.97695044,64.67583708,65.48515062,126.4189848,69.12736609,53.86240803,104.3582286,40.92962301,66.75721361,48.15394345,58.16136452,78.69590716,93.76567795,82.00612761,80.68997552,130.7890639,96.526527,135.7192449,82.48067582,67.72747116,88.15333561,35.65144441,57.27948895,92.64179004,128.5269319,38.14169707,169.4305139,31.21334687,41.01878251,83.85971032,77.79036199,98.35836847,64.63597406,90.8140199,81.97967626,68.22913784,74.04371849,80.15741019,67.80378539,68.44431544,87.88497292
ENSORLG00000020164,555.1895496,816.7913944,1685.68758,488.249335,1150.497952,657.7140264,456.6030472,638.5500422,401.5954743,819.1048104,390.3320081,311.8889625,606.7242864,925.144513,491.7076312,458.8741316,442.4681742,593.0315319,366.342262,373.9194581,666.6659637,684.7401961,782.9279802,659.3594657,359.8256207,698.9572505,407.1636532,330.2304368,463.1335039,384.07652,470.3776897,643.4466261,523.9391574,1022.116969,365.6817263,347.1689916,764.036347,575.3965127,478.585576,457.8858235,346.1734671,393.9691704,453.3431357,399.5458326,480.0190771,477.1374741,497.1184099,577.0140923
ENSORLG00000008701,88.95792938,108.6545721,89.19541509,88.80331957,105.5784814,37.40569031,65.51395748,100.2260443,90.59273225,112.1007997,64.65210702,42.49529222,67.56972732,71.67204912,124.9562254,47.22648589,111.5258734,44.65454212,45.03516351,34.78593475,80.42168361,67.20671167,39.26079492,57.02947867,52.5386576,24.68599695,78.17166138,44.90644608,31.560707,79.22854328,52.64622419,121.0643276,78.07025545,97.51719848,63.57091998,53.67912951,60.52031593,60.45216858,61.98880948,70.3908499,76.97800422,74.79570765,50.02723247,49.79545494,48.54977529,52.73628765,48.56901495,51.70281889
ENSORLG00000013974,104.6149614,159.6914602,185.952516,131.6968514,139.2855611,102.7013046,128.1641515,100.2260443,128.0282475,197.562823,154.4948384,166.4368668,122.3990045,140.6762058,106.1738084,128.3541241,72.79858287,155.4104859,121.5368536,129.1535239,167.5661036,140.0163365,127.9288055,136.0235753,163.9044026,207.70248,135.6147076,155.6606754,223.8253654,147.5144901,132.6373559,165.8399532,134.6357132,159.1571832,211.582789,176.8297775,140.5410967,140.2078582,172.1995943,110.6749808,115.815943,129.8728004,127.6248291,120.8962955,147.3863479,132.0917758,147.9455174,153.9955754
ENSORLG00000008060,75.04056758,293.6632915,258.5203417,67.35655364,181.4194107,91.81870224,146.1998134,81.22637384,84.83342222,112.1007997,103.958302,113.172719,90.41525949,144.3080035,146.7042872,161.4061248,132.64985,82.47364486,233.2293212,129.1535239,121.6172276,145.409642,116.4877718,208.4348306,102.7219871,149.9078012,130.3926125,140.8934448,184.9633599,86.54489472,92.64179004,106.1391191,137.963093,189.9771755,140.1398306,145.7543804,160.5462919,193.9562578,127.0131725,103.001813,129.1664844,164.7663622,136.2467842,150.4873968,162.4376026,163.2312711,175.0481998,191.0711159
ENSORLG00000012958,14.15210972,51.238073,89.19541509,55.2927478,63.44463172,113.583907,36.08735121,51.14356219,41.63859693,18.86950156,47.80659489,36.34942902,53.86240803,64.40845369,51.80365391,56.99184975,41.1126179,77.07091589,55.74540013,52.47985771,94.68167961,140.0163365,116.4877718,99.81794769,95.84755844,63.21578286,114.7263271,78.13271487,97.01250559,93.86124616,88.19783828,150.9147447,71.41549572,76.97053692,55.24124769,87.05640794,117.2017023,105.5314714,63.09091733,120.2664406,44.45123052,49.82286436,67.27114282,65.0019931,70.12324038,71.82178479,71.60629506,72.25070883
ENSORLG00000003181,36.76782264,12.96040693,113.3846903,23.1225989,181.4194107,48.28829269,41.78282339,16.31083292,15.72170176,49.94660093,36.57625348,14.83890782,44.72419516,28.0904765,24.12430254,146.3824881,30.55062957,63.56409349,29.73482548,37.73492191,39.2261396,48.33014228,67.86337897,30.69811311,51.85121473,24.68599695,25.95071029,57.56407228,23.37923217,84.1061109,39.31436891,24.0504722,21.50479774,15.33055225,7.50581806,21.45279171,37.18092153,46.58161385,28.92557405,24.35184314,20.66299304,18.69233369,27.03535199,26.78015394,16.94214039,40.68228945,24.17660072,26.24130309
ENSORLG00000007987,83.7389187,127.7934051,40.81686464,92.82458818,164.5658708,178.8795213,109.1792442,225.3072086,139.5468676,174.2549984,137.6493262,123.4158244,90.41525949,64.40845369,57.73494349,35.20757653,69.2779201,55.46000004,100.1163804,17.09201179,89.92834761,80.68997552,87.8851878,37.2809545,67.66240075,140.2753547,46.83909073,60.72847884,168.6004103,79.22854328,128.1934041,53.90088925,137.963093,35.8772138,25.76702269,68.64135777,97.19650712,48.31543319,63.09091733,60.79939016,175.0437995,178.450112,131.4568091,129.9380209,142.369263,108.9882792,138.0078671,126.7472865
ENSORLG00000015952,673.4871249,599.88462,500.4130939,728.1850289,476.3563581,548.8880025,628.416458,668.6328539,819.1454521,516.1030915,558.7871294,474.7543373,291.4559425,420.3246301,630.104388,418.3103125,857.9063817,517.3933264,580.5469944,297.245792,379.8815996,328.7820304,328.1468938,359.8401825,372.8870352,342.5567307,297.4996559,368.7307165,383.3641244,315.7905733,337.0591369,225.5407873,354.2427843,374.8971295,344.2168016,394.3575577,330.5904511,323.9927084,386.0085168,323.6053871,623.3792549,604.014729,572.1345182,655.1800687,585.8795686,601.1932055,640.3109157,648.9317071
ENSORLG00000000945,10.67276927,12.96040693,113.3846903,23.1225989,21.31078209,91.81870224,30.39187903,32.14389168,21.4810118,18.86950156,36.57625348,19.96046048,26.44776943,60.77665597,28.07849559,10.41857597,23.50930402,28.44635523,14.43448746,14.14302463,26.5505876,34.84687843,50.70182854,20.82385103,31.22792862,24.68599695,25.95071029,16.95418821,39.74218182,35.33043462,17.09461011,46.43828499,34.8143172,35.8772138,13.59288627,14.54714789,43.84931993,34.44487847,31.12978974,18.59696729,17.99288475,26.21839605,42.36327231,19.79336614,20.45409982,31.13954088,18.30435285,31.6016222
ENSORLG00000019589,7.193428819,32.09923997,16.62758942,20.44175316,12.88401217,4.757883146,8.559235675,2.061080033,1.323426663,3.330951871,14.11557064,1,3.602237267,20.82688106,8.30753032,8.165030466,9.426652923,20.34226178,9.84438605,1,1,1,1,1,1,5.42110399,1,1,1,1,8.206706587,1.662659406,1,15.33055225,1,1,1,1,1,1,12.40993106,16.29767749,5.001466541,7.052753084,0.887468694,0.502295465,1,1
ENSORLG00000020198,2164.384507,3840.727014,5362.457414,1988.182527,3821.784019,2518.639035,2416.794723,2285.188153,2002.683665,3095.502339,2378.102439,1777.677336,2964.383206,3532.775275,2139.617586,2547.159633,2424.601317,2754.123117,2281.944583,1780.586333,2986.29198,3473.079161,2959.584626,2907.3998,2108.680283,2769.933243,2151.34342,1789.549258,2062.611832,1918.071539,1985.76524,2964.316552,1944.73036,3107.603117,1663.188371,1890.580384,2994.615611,2761.742701,2084.35671,2646.656937,1817.160397,1929.970079,2070.438729,2098.979219,2094.015291,2040.64149,2069.073994,2180.642894
ENSORLG00000014802,29.80914174,44.85846199,65.00613987,43.22894196,80.29817157,15.64048553,34.18886049,52.72686807,24.36066682,49.94660093,75.88244844,27.13063422,53.86240803,57.14485825,28.07849559,48.72884957,48.15394345,20.34226178,38.9150283,11.19403747,70.91501961,96.86989215,47.84157013,57.02947867,54.60098621,82.48067582,67.72747116,60.20107774,58.15050018,71.91219183,57.09017595,53.90088925,48.12383667,25.60388303,36.65967106,49.07536696,100.5307063,93.39473605,57.58037809,37.77988678,27.94510655,38.87586457,64.39715776,49.38446742,56.07540265,77.84878389,56.24810832,71.35732231
ENSORLG00000015186,36.76782264,38.47885098,161.7632408,52.61190206,63.44463172,48.28829269,46.52905021,40.06042106,44.51825195,65.48515062,36.57625348,54.78701862,63.00062089,38.98586966,54.7692987,44.22175855,44.63328067,55.46000004,32.79489309,55.42884487,75.66835161,34.84687843,39.26079492,66.90374075,83.47358677,82.48067582,114.7263271,52.29006137,94.96713688,54.84070513,74.865983,76.28870204,68.08811586,66.69720614,73.50245232,31.81125743,33.84672233,69.12126528,58.68248594,49.28963847,24.06131268,44.00727072,55.77520258,62.53606799,42.02756491,59.26553667,58.50666519,67.78377624
ENSORLG00000007929,45.46617376,19.34001794,89.19541509,17.76090742,122.4320212,37.40569031,24.69640685,22.64405642,35.87928689,65.48515062,19.73074135,330.3265521,21.878663,155.2033966,137.8073528,20.93512166,30.55062957,50.05727108,32.79489309,90.81669079,58.23946761,53.72344782,73.58389578,155.7720995,17.47907121,24.68599695,260.9449902,14.84458384,37.69681312,179.2186797,25.98251363,53.90088925,41.46907694,46.15054458,289.1128157,16.84902916,63.85451512,55.25071056,43.25297607,30.10671898,24.78952403,43.66517698,60.56517768,28.42410401,52.56344321,49.7227881,56.6998197,53.04289867
ENSORLG00000006224,5.453758594,12.96040693,113.3846903,7.037524456,55.01786179,80.93609986,8.559235675,22.64405642,18.60135678,65.48515062,36.57625348,1,21.878663,20.82688106,17.20446469,8.916212301,19.98864125,25.74499074,26.67475788,8.245050309,13.8750356,48.33014228,62.14286216,33.9895338,5.79254241,82.48067582,78.17166138,7.460968556,17.24312606,25.57529936,39.31436891,46.43828499,24.83217761,87.2438677,1,7.641504079,27.17832393,30.97723979,20.10871126,32.02501093,1.729497902,9.455802616,21.28738188,11.9846033,12.42676398,21.59679231,19.2077756,11.50042552
ENSORLG00000003410,85.47858893,83.13612806,65.00613987,67.35655364,71.87140165,59.17089508,40.83357803,47.97695044,84.83342222,96.56224999,70.26727773,76.29753983,90.41525949,57.14485825,82.44865008,81.78085031,72.79858287,77.07091589,77.16587336,52.47985771,51.90169161,64.5100589,50.70182854,53.73805797,74.53682946,130.6429082,31.1728054,70.22169849,45.87828794,62.15705658,74.865983,98.67651483,74.74287559,107.7905293,78.6284045,111.2261613,53.85191753,41.38015583,57.58037809,74.2274338,43.72301917,46.40192693,45.23725737,41.9866921,50.55660925,42.69128915,48.11730358,41.87556718
ENSORLG00000013074,233.350558,331.9409575,379.4667178,220.1647609,434.2225085,233.2925333,324.6579417,187.3078675,315.2058237,360.7175947,328.5651303,352.8613839,241.1957718,176.994183,285.1010441,295.1164915,231.2284077,252.6596072,256.1798283,267.7559204,256.2949676,220.9159196,245.1994001,198.5605685,319.2664913,226.967373,313.1659413,312.8262008,277.0049517,288.9639513,234.8482464,270.3164129,281.0404272,333.8038064,616.8533829,336.8105259,220.5618775,278.9134055,229.5092024,283.3212562,237.9127129,245.5004857,196.6004705,202.6828116,221.6392045,183.3212681,205.7645733,233.0602823
ENSORLG00000008054,26.32980129,57.61768402,113.3846903,23.1225989,46.59109187,48.28829269,29.44263367,22.64405642,38.75894191,42.17732609,19.73074135,16.88752888,8.171343699,49.88126281,18.19301296,22.43748533,34.07129235,31.14771971,34.32492689,34.78593475,69.33057561,69.90336444,79.30441259,40.57237519,24.35349991,53.58333638,31.1728054,26.44740786,23.37923217,28.01408318,30.42646539,46.43828499,51.45121653,35.8772138,13.59288627,28.35843552,50.51771833,69.12126528,37.74243683,28.18842704,28.91605502,37.50748959,53.85921254,33.76694174,44.03439888,40.18003953,44.95532396,52.59620541
ENSORLG00000016410,1802.533101,1493.030162,1226.091351,1697.310764,1142.071182,1278.022362,1957.359967,1493.535215,1654.245408,1300.799851,1704.281954,1793.041994,1730.724469,1382.751025,1736.289895,1818.513253,1459.939716,1722.201885,1575.068966,1521.075463,1628.423472,1299.577028,945.9627093,1403.220543,1555.288772,1045.725324,1462.026865,1602.849271,1246.509718,1515.67221,1385.831752,1367.31924,1262.617487,1402.230207,1795.181639,1793.901371,1097.456267,1416.298893,1817.646611,1557.06711,1728.804086,1569.745367,1430.498056,1582.778897,1496.982187,1454.515828,1480.042361,1472.634078
ENSORLG00000016431,400.3588996,357.4594016,500.4130939,352.8666251,265.6871099,331.2359548,344.5920943,313.9723376,479.3461598,251.9477469,429.6382031,343.6425891,369.1307519,285.9481145,429.4290906,536.2458606,498.7987786,403.9360182,448.9640874,320.8376893,463.8571316,417.7715718,348.1687026,455.2913827,379.7614639,361.8216237,422.8299386,325.483827,387.4548618,398.7092229,288.1756675,382.2554768,324.2963655,374.8971295,465.9581658,561.2439499,377.2692399,533.7848486,473.0750368,440.6211959,334.2793484,365.233296,546.2686527,535.9936886,446.4046082,520.3309676,521.9625355,498.8427718
ENSORLG00000007864,47.20584399,95.89535009,40.81686464,17.76090742,88.7249415,37.40569031,46.52905021,38.47711518,47.39790697,81.0237003,25.34591206,38.39805009,40.15508873,60.77665597,62.67768481,32.95403103,41.1126179,55.46000004,38.9150283,25.93897327,77.25279561,83.38662829,79.30441259,103.1093684,33.9777001,72.84822934,36.39490051,29.08441332,49.96902535,28.01408318,83.75388652,61.36349351,44.7964568,107.7905293,36.33929905,35.26407934,67.18871432,72.58890396,41.04876037,68.47255795,31.34342619,48.45448939,59.60718266,51.43940501,64.10273849,63.78578599,63.92720169,84.31142684
ENSORLG00000015066,50.68518444,32.09923997,89.19541509,37.86725048,55.01786179,26.52308792,37.98584194,47.97695044,50.27756199,49.94660093,25.34591206,65.03012396,35.5859823,64.40845369,38.95252649,33.70521286,34.07129235,55.46000004,45.03516351,28.88796043,43.97947161,48.33014228,22.09924449,76.77800283,25.72838565,24.68599695,57.28328095,29.08441332,41.78755053,69.47340802,48.20227243,53.90088925,54.7785964,25.60388303,78.6284045,29.50937616,40.51512073,43.11397517,43.25297607,53.12622237,26.24594673,32.37608344,32.78332211,41.57570458,30.98997812,34.65529035,30.04884859,47.68257955
ENSORLG00000012171,33.28848219,38.47885098,65.00613987,33.84598187,21.31078209,26.52308792,32.29036976,25.81066817,47.39790697,18.86950156,14.11557064,18.93614995,44.72419516,42.61766737,39.94107475,43.47057672,27.0299668,17.6408973,51.15529872,14.14302463,50.31724761,53.72344782,50.70182854,60.32089936,14.72929973,5.42110399,25.95071029,24.86520459,39.74218182,45.08556988,43.75832067,16.58786793,21.50479774,5.057221468,15.51511833,22.60373234,63.85451512,36.17869781,34.43611329,26.27013509,30.61521484,34.08655216,46.19525239,32.94496671,38.51560548,32.14404073,34.56596234,43.21564695
ENSORLG00000020478,80.25957826,140.5526272,161.7632408,194.6967264,282.5406498,244.1751357,214.5454795,261.7232437,179.8620378,174.2549984,171.3403505,186.9230774,154.3827495,224.2075533,179.3263799,144.1289426,125.6085245,247.2568782,185.7982733,138.0004853,150.1372196,293.7255444,270.9417257,188.6863064,261.5212902,198.0700336,219.1682293,218.4214053,405.8631802,208.4840854,359.2788957,158.3773489,304.3320863,179.7038447,124.1212301,172.226015,287.2458615,202.6253545,198.6501826,127.9396084,240.0973469,255.763298,290.4839824,274.6056272,280.8408064,285.7802528,307.851344,296.0440319
ENSORLG00000005506,29.80914174,63.99729503,137.5739655,11.05879307,122.4320212,15.64048553,34.18886049,62.22670332,41.63859693,18.86950156,42.19142419,12.79028675,49.29330159,35.35407194,23.13575427,64.5036681,12.9473157,47.3559066,52.68533252,8.245050309,86.75945961,56.42010059,62.14286216,60.32089936,17.47907121,72.84822934,10.28442497,22.22819913,56.10513147,25.57529936,92.64179004,46.43828499,44.7964568,15.33055225,5.583585994,12.24526662,50.51771833,55.25071056,25.6192505,26.27013509,28.43058079,36.82330211,60.56517768,32.94496671,33.49852058,52.23403772,46.76216945,53.48959193
