,X20170615_lu.test2_01_01.RCCprocessed.csv,X20170615_lu.test2_01_02.RCCprocessed.csv,X20170615_lu.test2_01_03.RCCprocessed.csv,X20170615_lu.test2_01_04.RCCprocessed.csv,X20170615_lu.test2_01_05.RCCprocessed.csv,X20170615_lu.test2_01_06.RCCprocessed.csv,X20170615_lu.test2_01_07.RCCprocessed.csv,X20170615_lu.test2_01_08.RCCprocessed.csv,X20170615_lu.test2_01_09.RCCprocessed.csv,X20170615_lu.test2_01_10.RCCprocessed.csv,X20170615_lu.test2_01_11.RCCprocessed.csv,X20170615_lu.test2_01_12.RCCprocessed.csv,X20170615_lu.test3_01_01.RCCprocessed.csv,X20170615_lu.test3_01_02.RCCprocessed.csv,X20170615_lu.test3_01_03.RCCprocessed.csv,X20170615_lu.test3_01_04.RCCprocessed.csv,X20170615_lu.test3_01_05.RCCprocessed.csv,X20170615_lu.test3_01_06.RCCprocessed.csv,X20170615_lu.test3_01_07.RCCprocessed.csv,X20170615_lu.test3_01_08.RCCprocessed.csv,X20170615_lu.test3_01_09.RCCprocessed.csv,X20170615_lu.test3_01_10.RCCprocessed.csv,X20170615_lu.test3_01_11.RCCprocessed.csv,X20170615_lu.test3_01_12.RCCprocessed.csv,X20170616_lu.test4_01_01.RCCprocessed.csv,X20170616_lu.test4_01_02.RCCprocessed.csv,X20170616_lu.test4_01_03.RCCprocessed.csv,X20170616_lu.test4_01_04.RCCprocessed.csv,X20170616_lu.test4_01_05.RCCprocessed.csv,X20170616_lu.test4_01_06.RCCprocessed.csv,X20170616_lu.test4_01_07.RCCprocessed.csv,X20170616_lu.test4_01_08.RCCprocessed.csv,X20170616_lu.test4_01_09.RCCprocessed.csv,X20170616_lu.test4_01_10.RCCprocessed.csv,X20170616_lu.test4_01_11.RCCprocessed.csv,X20170616_lu.test4_01_12.RCCprocessed.csv,X20170616_lu.test5_01_01.RCCprocessed.csv,X20170616_lu.test5_01_02.RCCprocessed.csv,X20170616_lu.test5_01_03.RCCprocessed.csv,X20170616_lu.test5_01_04.RCCprocessed.csv,X20170616_lu.test5_01_05.RCCprocessed.csv,X20170616_lu.test5_01_06.RCCprocessed.csv,X20170616_lu.test5_01_07.RCCprocessed.csv,X20170616_lu.test5_01_08.RCCprocessed.csv,X20170616_lu.test5_01_09.RCCprocessed.csv,X20170616_lu.test5_01_10.RCCprocessed.csv,X20170616_lu.test5_01_11.RCCprocessed.csv,X20170616_lu.test5_01_12.RCCprocessed.csv
ENSORLG00000007021,242.0489092,274.5244584,524.6023691,166.5478461,206.6997205,178.8795213,218.342461,100.2260443,211.5382431,197.562823,132.0341555,191.0203196,200.0738139,311.3706985,476.8794072,303.3794917,329.8069654,195.9309531,224.0491184,261.8579461,297.4905116,269.4556695,113.6275134,320.3431342,130.9071448,159.5402476,349.720607,128.2358186,88.83103076,223.1167883,97.0857418,180.7651617,181.2190313,354.350468,385.865163,362.1312199,207.2250807,265.0428508,241.6323887,400.337065,114.8449945,131.2411753,157.3226747,143.500609,154.9119753,174.2807694,153.8177652,151.7621091
ENSORLG00000004344,61.12320578,70.37690604,137.5739655,71.37782225,114.0052513,80.93609986,83.54961939,79.64306796,125.1485925,73.25442546,98.34313127,67.07874502,67.56972732,126.1490149,48.83800912,89.29266866,122.0878617,63.56409349,78.69590716,61.32681919,91.51279161,75.29666998,99.32622142,73.48658214,84.84847251,43.95088991,125.1705174,93.95474762,82.69492465,57.27948895,74.865983,135.9895361,98.03453464,87.2438677,55.56161971,97.41487366,60.52031593,98.59619407,79.62253505,83.81889354,62.41377719,70.69058272,76.85109302,76.92063112,75.64203378,63.28353607,68.44431544,74.48417513
ENSORLG00000009880,92.43726983,70.37690604,137.5739655,106.2288169,114.0052513,113.583907,76.90490184,73.30984446,104.9910073,104.3315248,137.6493262,46.59253436,172.6591753,89.83103771,54.7692987,66.75721361,83.3605712,117.5913831,66.45563674,81.96972931,77.25279561,64.5100589,93.60570461,80.06942353,117.1582874,140.2753547,52.06118584,65.47508866,78.60418723,47.52435369,79.30993476,76.28870204,101.3619145,128.3371908,50.43566753,43.32066379,123.8701007,93.39473605,61.98880948,60.79939016,60.47188025,74.79570765,48.11124243,54.72730515,51.05831774,64.28803592,53.98955145,57.063138
ENSORLG00000009169,3.714088369,51.238073,1,11.05879307,63.44463172,15.64048553,17.10244395,17.89413879,27.24032183,1,19.73074135,15.86321835,31.01687586,31.72227422,22.14720601,8.165030466,30.55062957,23.04362626,22.08465647,14.14302463,15.4594796,29.45357289,24.95950289,17.53243033,24.35349991,5.42110399,25.95071029,19.59119367,25.42460088,15.82016411,21.53856187,53.90088925,28.15955747,35.8772138,1,15.69808853,40.51512073,10.1714077,12.39395633,14.7603834,18.7210961,23.13955236,26.07735697,25.9581789,25.97289322,28.12604133,34.56596234,31.15492894
ENSORLG00000004723,115.0529827,153.3118492,258.5203417,230.8881439,248.8335701,298.5881476,213.5962342,226.8905144,225.9365181,174.2549984,272.4134232,239.1629146,195.5047074,126.1490149,202.06299,225.2565808,284.0383494,266.1664296,248.5296592,211.7251643,183.4105436,204.736003,167.9724231,136.0235753,346.7642062,111.3780153,229.6124195,262.723097,156.3281981,203.6065178,257.0680052,240.4659958,164.5821319,251.6171602,271.4923551,177.9807182,157.2120927,183.5533418,236.1218495,327.441971,279.1780228,262.2630792,212.8863858,238.0277381,221.6392045,192.3617667,189.9546752,190.1777294
ENSORLG00000006260,250.7472603,249.0060144,403.655993,233.5689896,215.1264904,244.1751357,296.1805808,225.3072086,329.6040988,220.8706475,255.5679111,272.9651623,204.6429203,195.1531716,270.2728201,292.862946,210.1044311,268.8677941,274.5402339,255.9599717,218.2683116,169.6795169,190.8544904,221.6005134,262.2087331,275.1296054,276.6112755,227.914625,217.6892592,284.0863837,257.0680052,233.0033916,237.784489,241.3438294,300.3258361,249.3390376,200.5566823,232.1002833,229.5092024,223.8542058,246.408512,239.6848921,219.5923509,233.5068754,223.6460385,230.532761,211.6368212,239.313988
ENSORLG00000015051,0.23474792,19.34001794,16.62758942,1,21.31078209,4.757883146,16.15319858,19.47744467,18.60135678,49.94660093,14.11557064,23.03339209,26.44776943,24.45867878,41.91817128,12.67212148,2.385327373,9.536803855,11.37441985,43.63289623,36.0572516,42.93683674,16.37872768,73.48658214,9.917199633,34.31844343,78.17166138,7.460968556,21.33386347,62.15705658,30.42646539,9.12526367,28.15955747,46.15054458,70.93947623,1.886800901,37.18092153,24.04196243,13.49606417,14.7603834,5.127817542,9.113708872,23.20337191,13.62855337,18.44726586,20.09004253,21.46633248,17.75413115
ENSORLG00000003041,685.6648164,440.3943447,331.0881673,445.3558032,181.4194107,211.5273285,442.3643668,345.6384551,220.1772081,321.8712204,424.0230324,1948.737195,465.081987,1567.972709,498.627469,636.9042265,262.9143727,360.7141865,390.8228029,226.4701001,135.8772236,115.7464615,67.86337897,106.4007891,1593.785573,63.21578286,109.504232,1929.310547,45.87828794,62.15705658,43.75832067,76.28870204,1755.069708,2398.743293,118.3545339,129.6412115,103.8649055,2380.302446,2094.275681,2255.325379,331.366503,384.7326394,425.5612802,379.8184318,430.851645,492.7072218,505.7009261,543.958791
ENSORLG00000005095,356.867144,312.8021245,282.7096169,300.5901331,290.9674197,298.5881476,426.2271956,313.9723376,306.5668587,259.7170217,446.4837152,355.9343155,369.1307519,253.261935,327.6086194,286.8534913,343.8896165,322.8950837,311.2610451,211.7251643,419.4926996,371.9284747,328.1468938,389.4629688,474.6285801,275.1296054,407.1636532,541.1908735,379.273387,406.0255744,403.7184133,397.1806854,474.0284594,446.810445,424.9505484,480.6781054,370.6008415,469.633533,511.6488115,358.1346422,353.4555807,323.1557655,328.8037832,353.9262181,372.6534601,335.0007454,348.5053677,359.9211681
ENSORLG00000003982,1766.000026,1767.353435,2000.148158,2142.331157,1428.58136,1288.904965,1542.539743,1070.792546,2241.695031,834.6433601,1563.902686,860.9194085,1735.293575,1041.36204,3538.413379,2647.066817,2544.303851,1619.550035,1353.214065,1798.280256,2144.952216,2116.662817,788.648497,2466.349427,1031.457305,2288.310919,1655.244384,979.988582,712.6684861,1049.864501,1168.078116,2568.798526,1099.575874,3025.416471,2997.858168,2560.427834,2057.705636,1778.667135,1937.776367,2709.960571,1433.150278,1194.126437,776.1874574,940.8163936,928.5464676,669.4991953,704.0022195,702.9815915
ENSORLG00000002431,88.95792938,255.3856254,331.0881673,433.2919973,577.4775972,570.6532073,804.9760956,752.5480653,387.1971992,407.3332437,991.155274,264.770678,296.025049,71.67204912,231.7194379,207.9793986,498.7987786,668.6697374,265.3600311,795.624622,227.7749756,344.961947,208.0160408,274.2632445,731.7322136,226.967373,626.4916478,727.8908601,227.9161028,498.6993593,497.0414002,524.0449578,281.0404272,405.7171218,262.5219388,205.6032934,303.9168575,332.6618051,408.0506737,613.2674713,437.6853603,359.0756086,247.3742065,293.1000655,255.7553819,165.2402708,168.2725292,141.9348573
ENSORLG00000015481,88.95792938,44.85846199,16.62758942,104.888394,122.4320212,48.28829269,34.18886049,117.642409,130.9079025,42.17732609,42.19142419,11.76597622,26.44776943,71.67204912,81.46010182,21.6863035,58.71593177,79.77228038,60.33550153,40.68390907,105.7727876,107.6565032,99.32622142,76.77800283,161.1546311,24.68599695,25.95071029,156.1880765,197.2355722,69.47340802,105.9736453,76.28870204,111.3440541,97.51719848,11.99102621,76.69794222,93.86230792,110.7329295,34.43611329,104.920105,16.77919916,47.08611441,61.5231727,65.41298062,84.17107811,106.9792795,94.19186379,110.2196359
ENSORLG00000005316,226.3918771,83.13612806,766.4951214,59.31401641,97.15171142,48.28829269,101.5852813,57.4767857,76.19445716,453.9488928,59.03693631,951.0587354,117.8298981,500.2241799,476.8794072,96.80448702,79.83990842,68.96682245,173.5580029,539.0627391,80.42168361,51.02679505,65.00312056,537.5769,106.8466444,130.6429082,924.151069,98.17395636,184.9633599,869.3944991,137.0813076,113.6017234,84.72501518,107.7905293,1194.163747,77.84888286,107.1991047,62.18598792,53.1719467,78.0640177,59.7436689,104.5578633,178.3985651,155.419247,161.4341856,196.8820161,183.630716,210.2789261
ENSORLG00000013261,918.7806266,963.5224477,1226.091351,1031.120598,821.8539251,995.0747004,748.9706191,811.1303827,1035.119579,834.6433601,963.0794204,881.4056191,1004.236546,808.926986,707.2111526,836.7185947,819.1790912,871.2720735,907.9742281,630.481341,1035.841416,973.2820425,699.9804864,1054.329949,768.8541286,853.0763941,939.8173543,808.5832271,933.5683063,1015.721528,857.0014929,979.2638179,923.2247412,1237.856915,921.8475374,1075.714414,1040.774881,864.9443426,870.9359699,897.1746797,700.5696582,708.3533208,814.5072582,743.9533726,890.9183308,859.8519168,826.8677134,903.1001718
ENSORLG00000001678,144.6273766,127.7934051,210.1417912,114.2713541,80.29817157,211.5273285,79.75263793,111.3091855,122.2689375,158.7164487,103.958302,146.9749666,113.2607917,115.2536217,133.8531598,71.26430462,65.75725732,171.6186727,116.9467522,105.5616266,151.7216636,115.7464615,87.8851878,99.81794769,227.8365896,217.3349265,125.1705174,99.22875854,119.5115614,140.1981386,150.4131629,106.1391191,207.8380702,220.7971678,188.5160043,116.9808645,77.19131192,55.25071056,86.23518214,64.63597406,88.62938584,107.636707,105.5909436,98.70296956,109.2565026,106.4770296,87.41619317,116.9200348
ENSORLG00000000217,421.2349423,344.7001796,234.3310664,372.9729682,164.5658708,167.996919,190.8143455,188.8911734,191.3806579,407.3332437,249.9527404,282.1839571,145.2445367,275.0527214,260.3873375,415.3055851,298.1210005,190.5282241,220.9890508,99.66365227,538.3259996,285.6355861,113.6275134,270.9718238,150.8429881,246.232266,381.0531777,125.071412,125.6476675,176.7798958,141.5252594,344.9424555,254.4213883,518.7237604,391.9522312,346.018051,267.2406663,431.4895075,261.47033,229.6090816,126.7391132,143.8986439,106.5489386,113.9095077,121.2975064,111.4995288,100.9675344,116.4733415
ENSORLG00000015663,71.56122713,38.47885098,40.81686464,100.8671254,88.7249415,91.81870224,57.91999457,52.72686807,73.31480214,26.6387764,92.72796056,50.68977649,67.56972732,60.77665597,72.56316745,45.72412222,62.23659455,60.862729,35.85496069,31.83694759,121.6172276,118.4431143,62.14286216,122.8578926,78.66148668,111.3780153,119.9484223,73.38610504,45.87828794,106.0551652,70.42203124,121.0643276,137.963093,169.4305139,133.0916464,96.26393303,173.8830887,197.4238965,107.1752313,91.49206133,77.22074134,77.19036385,83.55705815,75.68766856,81.16082717,78.85328374,91.48159554,99.05230441
ENSORLG00000019947,10.67276927,25.71962896,137.5739655,13.73963881,29.73755202,26.52308792,65.51395748,30.5605858,27.24032183,34.40805124,42.19142419,54.78701862,44.72419516,42.61766737,16.21591643,27.69575818,34.07129235,114.8900186,57.27543393,17.09201179,15.4594796,37.5435312,33.54027811,33.9895338,17.47907121,34.31844343,20.72861519,14.84458384,25.42460088,18.25894792,12.65065835,16.58786793,14.85003801,5.057221468,1,6.490563444,33.84672233,18.8405044,24.51714265,22.43355119,37.89732836,39.21795831,41.40527729,40.34274203,31.49168661,36.16204013,34.56596234,27.13468961
ENSORLG00000002760,71.56122713,159.6914602,234.3310664,61.99486215,181.4194107,91.81870224,37.03659658,84.39298559,67.5554921,88.79297515,70.26727773,72.20029769,58.43151446,107.9900263,63.66623307,77.2737593,62.23659455,66.26545797,95.52627899,61.32681919,83.59057161,99.56654492,70.72363737,53.73805797,73.84938659,111.3780153,83.39375649,57.03667119,68.37734371,76.78975946,88.19783828,121.0643276,84.72501518,128.3371908,69.9783602,72.09417968,80.52551112,98.59619407,71.90778012,87.65547744,52.94702962,63.16452036,105.5909436,67.87890573,73.63519981,72.82628464,66.63746994,68.2304695
ENSORLG00000011120,22.85046084,44.85846199,89.19541509,15.08006168,21.31078209,26.52308792,18.05168931,24.2273623,27.24032183,3.330951871,36.57625348,47.61684489,44.72419516,9.931487909,33.02123691,19.43275799,30.55062957,20.34226178,20.55462267,40.68390907,31.3039196,26.75692011,44.98131173,37.2809545,38.10235732,34.31844343,78.17166138,21.70079804,41.78755053,35.33043462,34.87041715,1,31.48693734,66.69720614,37.62078709,15.69808853,40.51512073,24.04196243,21.21081911,14.7603834,17.50741052,20.40280241,22.24537689,18.14941607,18.94897435,16.57429306,20.56290973,27.13468961
ENSORLG00000017552,1070.131936,1250.604943,1613.119754,1758.970216,1588.689988,2594.817251,1881.420338,2777.596281,1956.609185,4447.356162,2776.779559,1949.761506,1429.163444,1291.956083,578.6998783,998.9738711,2149.98962,2262.474781,1394.524977,1296.952439,1919.961168,1162.047736,1841.22359,1959.47064,2418.029575,2297.943366,2041.679422,2225.709961,2827.579728,4173.946567,2487.931789,2315.069981,2533.676596,1659.063477,1377.736909,1920.504841,2324.441572,1560.205898,3316.513285,1457.315929,1892.894378,2031.229827,2303.231519,2114.185757,2424.641186,2568.003911,2486.003592,2713.10126
ENSORLG00000018261,33.28848219,89.51573908,185.952516,20.44175316,71.87140165,4.757883146,9.508481039,1,15.72170176,3.330951871,14.11557064,2.547181416,49.29330159,71.67204912,1,21.6863035,23.50930402,20.34226178,1,43.63289623,36.0572516,24.06026734,19.23898608,4.366747555,59.41308631,24.68599695,5.06232986,11.68017729,19.28849476,15.82016411,39.31436891,24.0504722,11.52265815,35.8772138,1,5.339622808,27.17832393,24.04196243,7.985524935,20.51525924,1,6.719052667,21.28738188,5.408803012,9.416513033,17.07654298,15.14237323,21.32767723
ENSORLG00000007163,24.59013107,44.85846199,137.5739655,25.80344465,97.15171142,4.757883146,36.08735121,40.06042106,58.91652704,42.17732609,53.4217656,28.15494475,49.29330159,75.30384684,57.73494349,44.97294039,34.07129235,66.26545797,32.79489309,43.63289623,75.66835161,96.86989215,56.42234535,47.15521658,49.10144325,63.21578286,41.61699562,34.88582533,31.560707,23.13651555,52.64622419,53.90088925,41.46907694,56.42387536,44.66897133,36.41501997,77.19131192,50.04925254,49.86562316,62.71768211,42.50933358,43.32308323,46.19525239,42.39767962,50.55660925,53.23853757,46.76216945,55.27636497
ENSORLG00000003433,2674.107883,1831.149545,2508.122938,3190.541842,1428.58136,2747.173685,2397.809815,1669.282168,2066.036075,1067.721605,3815.586141,1818.649757,1584.513063,2127.269558,3660.004816,2434.482358,3262.519057,2159.822931,2307.955157,2161.005677,2493.529896,2140.932692,1229.128291,2005.55053,1982.190795,2336.473152,1832.795618,2314.840746,1641.265879,2181.460191,1803.563218,2031.491019,2051.206516,2542.569924,3309.580135,2696.238829,1437.544585,1860.156644,2196.771711,2686.941068,2318.412544,2236.486074,2122.17046,2182.409685,2291.186728,2271.676455,2372.624037,2382.101555
ENSORLG00000000284,1,0.201184909,40.81686464,0.335410102,1,1,5.711499585,3.644385909,12.84204674,3.330951871,14.11557064,1,12.74045013,20.82688106,13.25027164,1.404393949,16.46797847,17.6408973,2.194217037,2.34707599,13.8750356,15.97030903,13.51846928,20.82385103,0.980442317,15.05355047,25.95071029,4.296562005,1,13.38138029,17.09461011,9.12526367,1.540518553,35.8772138,1,3.037741536,27.17832393,24.04196243,13.49606417,5.168923655,1,2.613927743,12.6654267,5.81979053,13.93188945,11.55179381,9.270125362,10.16034574
ENSORLG00000005218,24.59013107,0.201184909,40.81686464,3.016255844,21.31078209,37.40569031,16.15319858,1,122.2689375,34.40805124,25.34591206,1,17.30955656,6.29969019,81.46010182,75.0202138,44.63328067,6.835439373,12.90445365,31.83694759,1,2.487045181,1,1,1,34.31844343,1,1,1,1,3.762754827,1.662659406,8.195278283,15.33055225,1,0.735860265,0.504730339,1,1,1,1,1,1,1,1,1,1,1
ENSORLG00000011826,8.933099043,83.13612806,89.19541509,35.18640474,29.73755202,26.52308792,35.13810585,47.97695044,38.75894191,104.3315248,36.57625348,31.22787635,49.29330159,78.93564456,20.17010948,29.19812185,37.59195512,63.56409349,49.62526492,37.73492191,45.56391561,59.11675336,53.56208694,50.44663728,34.66514297,63.21578286,36.39490051,34.88582533,41.78755053,40.20800225,43.75832067,68.82609778,44.7964568,97.51719848,8.146562082,37.56596061,57.18611673,34.44487847,42.15086822,49.28963847,32.7998489,50.84914559,50.02723247,41.57570458,40.02073095,45.20253877,50.37586045,44.10903347
ENSORLG00000001187,35.02815241,127.7934051,210.1417912,43.22894196,97.15171142,113.583907,63.61546675,109.7258796,76.19445716,49.94660093,70.26727773,7.668734083,58.43151446,144.3080035,106.1738084,51.73357691,30.55062957,63.56409349,66.45563674,25.93897327,94.68167961,88.77993383,116.4877718,80.06942353,27.10327139,92.1131223,52.06118584,36.46802861,68.37734371,42.64678606,70.42203124,91.21391057,51.45121653,107.7905293,24.48553464,23.75467298,83.85971032,55.25071056,61.98880948,95.32864523,59.25819467,80.26920755,73.01911294,55.96026771,79.15399321,85.38253276,84.70592492,91.458519
ENSORLG00000005455,19.37112039,83.13612806,185.952516,59.31401641,122.4320212,102.7013046,42.73206876,79.64306796,50.27756199,65.48515062,109.5734727,53.76270809,85.84615305,89.83103771,39.94107475,52.48475874,93.92255952,79.77228038,77.16587336,79.02074215,99.43501161,94.17323938,107.9069966,83.36084422,57.3507577,121.0104617,104.2821369,74.44090722,76.55881853,91.42246235,97.0857418,128.5269319,98.03453464,66.69720614,20.00032649,47.92442633,70.52291352,86.45945869,71.90778012,93.41035328,40.32469953,49.13867688,90.26302329,72.81075594,63.09932151,72.32403471,58.95837657,55.27636497
ENSORLG00000017172,365.5654951,504.1904548,814.8736718,685.291497,442.6492784,831.8356646,483.1819174,489.7192899,606.0509807,119.8700745,800.2394699,396.9067368,702.6755215,351.3204734,440.3031215,570.800225,305.162326,846.9597931,574.4268592,370.970471,137.4616676,350.3552526,379.6315451,672.5251485,561.2463817,390.7189631,114.7263271,139.8386426,485.6325597,164.5859768,132.6373559,352.4050598,487.3379789,446.810445,553.4197248,359.8293386,473.9610166,174.8842451,675.8628808,609.4308874,773.3907933,686.4593212,428.4352652,556.5430644,544.7394724,432.4372308,465.9503251,467.1275504
ENSORLG00000012026,1,19.34001794,40.81686464,1,12.88401217,1,1,2.061080033,12.84204674,11.10022671,8.500399932,15.86321835,1,28.0904765,17.20446469,1,12.9473157,6.835439373,5.254284642,17.09201179,4.368371602,13.27365626,7.797952465,17.53243033,1,15.05355047,20.72861519,1,1,20.69773174,8.206706587,24.0504722,4.867898418,15.33055225,22.88367459,4.188682172,13.84152714,1,0.270769999,12.84209145,1,1,3.085476501,1.709915352,2.392594166,3.013545089,0.687609245,1
ENSORLG00000016164,1,12.96040693,1,1,4.457242239,1,1,1,1,3.330951871,2.885229223,1,1,6.29969019,1,1,2.385327373,1,9.84438605,1,1,1,1,4.366747555,1,5.42110399,1,1,1,1,3.762754827,1.662659406,1,5.057221468,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSORLG00000012209,297.7183563,242.6264034,234.3310664,190.6754577,181.4194107,157.1143166,171.8294382,109.7258796,174.1027278,135.4086242,176.9555212,145.9506561,172.6591753,202.416767,426.4634458,495.6820415,333.3276282,206.736411,210.2788142,214.6741515,777.5770437,555.3008631,253.7801753,577.0739484,289.7064479,467.778535,501.1613652,324.9564259,285.1864265,337.7396276,159.3010664,494.1945408,301.0047064,631.730399,699.8297338,918.0355469,363.9324431,651.6845637,633.9827826,450.2126557,150.0418765,215.0541425,374.7875441,327.623017,357.1004969,413.8539836,447.8818701,420.6714514
ENSORLG00000008103,40.24716309,32.09923997,137.5739655,49.93105632,46.59109187,70.05349747,26.59489758,28.97727993,18.60135678,42.17732609,19.73074135,44.54391329,40.15508873,75.30384684,39.94107475,8.916212301,19.98864125,47.3559066,48.09523111,22.98998611,56.65502361,77.99332275,110.767255,116.2750512,55.28842908,101.7455688,62.50537606,76.55051159,68.37734371,81.66732709,57.09017595,106.1391191,61.43335613,56.42387536,56.84310775,53.67912951,117.2017023,108.9991101,64.19302518,53.12622237,43.72301917,61.79614539,74.93510298,56.37125523,76.64545076,85.38253276,76.57512018,85.65150662
ENSORLG00000012783,3.714088369,32.09923997,16.62758942,13.73963881,80.29817157,26.52308792,36.08735121,22.64405642,32.99963187,34.40805124,19.73074135,20.98477102,26.44776943,86.19924,43.89526781,26.94457635,19.98864125,33.84908419,32.79489309,25.93897327,62.99279961,86.08328106,62.14286216,66.90374075,35.35258584,24.68599695,83.39375649,31.19401769,17.24312606,91.42246235,65.97807947,68.82609778,31.48693734,25.60388303,39.54301916,16.84902916,67.18871432,76.05654264,31.12978974,22.43355119,11.92445682,30.66561472,42.36327231,20.61534117,30.98997812,35.6597902,39.53478746,39.19540762
ENSORLG00000005563,249.00759,459.5331778,1129.33425,1409.119847,1007.242863,1898.330699,1101.140649,1732.614403,833.5437272,1665.955768,867.6215184,991.0068462,1282.952038,881.5629403,151.6470285,937.3769606,1188.848683,1433.155886,748.8507127,1432.605849,530.4037796,344.961947,559.8278246,484.9141689,638.2399832,698.9572505,569.0486016,726.3086568,994.9293675,506.0157108,834.7817341,695.6848559,627.0879332,600.9104067,520.4214076,440.3951831,507.3030086,450.5615202,473.0750368,467.4772832,1782.448989,1478.406338,968.7444563,1225.630744,1078.055598,823.1876723,840.4190546,764.6252613
ENSORLG00000014572,99.39595073,25.71962896,1,25.80344465,55.01786179,80.93609986,36.08735121,33.72719755,24.36066682,143.177899,53.4217656,16.88752888,21.878663,46.24946509,41.91817128,19.43275799,34.07129235,41.95317763,12.90445365,17.09201179,34.4728076,29.45357289,47.84157013,24.11527172,61.47541492,53.58333638,5.06232986,32.77622097,7.016282527,62.15705658,25.98251363,9.12526367,144.6178528,97.51719848,24.16516263,22.60373234,50.51771833,122.8696648,49.86562316,9.005507552,54.88892656,48.79658313,33.74131713,51.43940501,45.03781586,34.65529035,34.56596234,28.47476939
ENSORLG00000013560,203.7761642,166.0710712,89.19541509,122.3138913,223.5532603,80.93609986,93.04207302,112.8924914,225.9365181,112.1007997,132.0341555,110.0997874,99.55347235,86.19924,98.2654223,109.5745782,76.31924565,79.77228038,136.8371917,93.76567795,184.9949876,158.8929059,73.58389578,168.9377823,64.91262927,34.31844343,72.94956627,48.59825372,86.78566206,118.2490843,52.64622419,98.67651483,108.0166742,179.7038447,188.8363763,149.2072023,73.85711272,145.4093163,107.1752313,76.14572575,63.62746277,68.98011401,69.18713286,67.05693069,70.12324038,65.79478569,57.60324244,77.61102795
ENSORLG00000008113,7.193428819,32.09923997,16.62758942,12.39921594,12.88401217,37.40569031,17.10244395,54.31017394,30.11997685,81.0237003,42.19142419,28.15494475,17.30955656,28.0904765,16.21591643,15.67684882,5.905990148,44.65454212,14.43448746,11.19403747,26.5505876,24.06026734,50.70182854,30.69811311,28.47815714,34.31844343,36.39490051,31.72141878,27.46996959,35.33043462,39.31436891,38.97568072,21.50479774,5.057221468,3.020609907,23.75467298,30.51252313,34.44487847,27.8234662,26.27013509,24.06131268,33.40236467,39.48928725,32.94496671,39.51902246,32.64629065,41.79334433,32.04831546
ENSORLG00000013773,162.0240788,172.4506822,185.952516,146.441503,172.9926408,255.0577381,109.1792442,127.1422442,165.4637627,189.7935481,165.7251798,81.41909249,163.5209624,147.9398012,117.0478393,69.76194095,136.1705128,139.202299,147.5474283,73.12276783,80.42168361,142.7129892,102.1864798,112.9836305,69.72472936,82.48067582,72.94956627,70.74909958,68.37734371,115.8103005,52.64622419,61.36349351,64.76073599,87.2438677,61.00794389,100.8676956,97.19650712,147.1431356,65.29513303,64.63597406,106.1064583,97.71598847,73.01911294,92.5381568,94.70695641,94.92528133,84.70592492,94.58537182
ENSORLG00000020621,421.2349423,1071.975835,1661.498305,504.3344095,1352.74043,646.831424,518.3039958,527.7186309,421.7530594,842.4126349,508.250593,314.9618941,711.8137343,932.4081084,529.2724652,462.6300407,386.1375698,584.9274384,488.7449662,438.7971757,1135.661388,1032.608403,1169.062865,1001.667218,472.5662515,939.7684124,417.6078434,451.5326879,602.218576,545.0362518,608.1401943,979.2638179,474.0284594,1042.66363,321.4703888,382.8481513,977.4250957,858.0090653,539.2015077,636.2869747,448.1230563,575.2788546,709.127806,577.5034279,721.340861,746.8456837,727.491211,857.5374593
ENSORLG00000005451,200.2968238,146.9322382,427.8452682,208.1009551,274.1138799,407.4141715,357.8815294,207.8908439,243.2144483,298.5633959,384.7168374,321.1077573,277.7486232,264.1573282,282.1353993,293.6141278,491.7574531,349.9087285,274.5402339,341.4805994,251.5416356,277.5456278,196.5750072,284.1375066,295.8934337,323.2918378,448.9404141,327.5934313,221.7799966,257.2597617,270.3998605,300.1668299,267.7309078,354.350468,399.9615315,268.9050284,190.5540847,322.258889,335.3115558,338.9517227,317.2877502,272.1837977,275.1560621,337.0757299,220.134079,241.0800094,237.8360809,217.4260182
ENSORLG00000018272,520.3961451,746.6156733,548.7916444,748.291372,653.3185265,973.3094956,685.3711798,716.1320301,588.7730505,640.411489,963.0794204,619.1821226,620.4316057,500.2241799,515.4327895,705.2617735,801.5757773,855.0638866,744.2606113,774.9817119,1021.58142,1038.001709,911.6396084,1110.284101,1184.069622,1151.682235,1007.704591,1131.352695,1174.921814,986.4561222,1163.634164,1247.917571,1239.325828,837.1970146,790.1746409,1027.374907,874.0649205,998.4484319,1133.237638,1092.840458,1022.92455,1025.474221,1054.006013,1097.813625,1056.482133,1146.134374,1116.414705,1139.400906
ENSORLG00000007497,66.34221646,140.5526272,89.19541509,78.0799366,97.15171142,113.583907,74.05716575,76.47645621,64.67583708,65.48515062,53.4217656,51.71408702,113.2607917,68.0402514,90.35703619,52.48475874,65.75725732,55.46000004,60.33550153,34.78593475,94.68167961,121.1397671,85.0249294,83.36084422,64.2251864,121.0104617,62.50537606,45.96124826,58.15050018,54.84070513,88.19783828,121.0643276,61.43335613,210.523837,67.0950121,68.64135777,73.85711272,89.92709737,80.7246429,62.71768211,59.98640602,54.95427052,57.69119262,74.86569353,67.61469793,72.32403471,77.47854293,91.90521226
